StartDate,EndDate,Status,Progress,Duration (in seconds),Finished,RecordedDate,ResponseId,DistributionChannel,UserLanguage,consent,Q3: search,Q4: queries_1,Q4: queries_2,Q4: queries_3,your behavior w/IP_1,you IP HS_1,you IP HS_2,you IP HS_3,you IP HS_4,you IP HS_5,you IP HS_6,you IP HS_7,Q95,user behavior IP_1,user IP HS_1,user IP HS_2,user IP HS_3,user IP HS_4,user IP HS_5,user IP HS_6,user IP HS_7,Q96,your behavior noIP_11,you no IP HS_1,you no IP HS_2,you no IP HS_3,you no IP HS_4,you no IP HS_5,you no IP HS_6,Q97,user behavior noIP_1,user no IP HS_1,user no IP HS_2,user no IP HS_3,user no IP HS_4,user no IP HS_5,user no IP HS_6,Q98,Q1: news freq_1,Q7: age,Q8: gender,Q8: gender_3_TEXT,Q9: politics,Q10: education,feedback,random id,condition,Create New Field or Choose From Dropdown...,queries_2 - Parent Topics,queries_2 - Sentiment Polarity,queries_2 - Sentiment Score,queries_2 - Sentiment,queries_2 - Topic Sentiment Label,queries_2 - Topic Sentiment Score,queries_2 - Topics,code
2022-03-12 16:47:00,2022-03-12 16:48:40,IP Address,100,99,True,2022-03-12 16:48:40,R_3Em21uVGfqtJVOl,anonymous,EN,Yes,Yes,9/11 theories,roswell aliens,cia alien coverup,0,Neutral,Like,Neutral,Like,Neutral,Neutral,Like,,,,,,,,,,,,,,,,,,,,,,,,,,,0,30-39,Male,,Hard left,High school,,530229,1,,,0,0,Neutral,,,Unknown,
2022-03-12 17:23:21,2022-03-12 17:28:17,IP Address,100,295,True,2022-03-12 17:28:17,R_32L37FfGTosUUoX,anonymous,EN,Yes,Yes,2020 election,Alex Jones,Tucker Carlson,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Neutral,Like,Neutral,Neutral,Like,Like,Yes,7,60+,Female,,Hard left,High school,none,870044,4,,,0,0,Neutral,,,Unknown,
2022-03-12 17:24:42,2022-03-12 17:29:21,IP Address,100,279,True,2022-03-12 17:29:21,R_3ESbkuLNPNbbjH1,anonymous,EN,Yes,Yes,fake news,vaxxer,sheep,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,8,60+,Female,,Lean left,High school,,786749,1,,,0,0,Neutral,,,Unknown,
2022-03-12 17:27:24,2022-03-12 17:39:40,IP Address,100,735,True,2022-03-12 17:39:40,R_1QDCKS19gmQzNVo,anonymous,EN,Yes,No,Moon landing faked,JFK Murder,Covid and 5G,,,,,,,,,,,,,,,,,,,2,Neutral,Like,Dislike,Like,Like,Like,Yes,,,,,,,,,2,40-49,Female,,Lean left,Associate's degree,,297263,3,,,0,0,Neutral,,,Unknown,
2022-03-12 17:35:04,2022-03-12 17:40:04,IP Address,100,300,True,2022-03-12 17:40:05,R_3OqxWCaq4VSw02g,anonymous,EN,Yes,No,conspiracy,"political ",plot,,,,,,,,,,,,,,,,,,,1,Dislike,Like,Neutral,Like,Neutral,Like,Yes,,,,,,,,,1,60+,Female,,Lean right,Bachelor's degree,none,831298,3,,,0,0,Neutral,,,Unknown,
2022-03-12 17:38:59,2022-03-12 17:42:35,IP Address,100,216,True,2022-03-12 17:42:36,R_ymduz02K8HpE5ih,anonymous,EN,Yes,No,JFK assassination,Dorothy Kilgallen cause of death,existence of aliens,,,,,,,,,,3,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,0,60+,Female,,Lean left,"Graduate degree (M.D., J.D., PhD, etc.)",,777877,2,,,0,0,Neutral,,,Unknown,
2022-03-12 18:09:08,2022-03-12 18:13:37,IP Address,100,268,True,2022-03-12 18:13:37,R_1oHiOFHcHE55dXA,anonymous,EN,Yes,,vaccination fears,migrant caravan,JFK assassination,,,,,,,,,,1,Neutral,Like,Neutral,Neutral,Like,Neutral,Dislike,Yes,,,,,,,,,,,,,,,,,2,60+,Female,,Hard left,Bachelor's degree,,987237,2,,,0,0,Neutral,,,Unknown,
2022-03-12 18:42:14,2022-03-12 18:48:47,IP Address,100,392,True,2022-03-12 18:48:48,R_x9FyQuUTwzJ7Etj,anonymous,EN,Yes,No,911 conspiracy,JFK conspriracy,Trump Russia conspiracy,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Dislike,Like,Dislike,Like,Yes,4,30-39,Female,,Lean right,High school,,909654,4,,,0,0,Neutral,,,Unknown,
2022-03-12 18:51:09,2022-03-12 18:54:27,IP Address,100,197,True,2022-03-12 18:54:27,R_3CAWCEmeus4gxgb,anonymous,EN,Yes,Yes,National Security Agency,Project Bluebook,Project MK Ultra,,,,,,,,,,8,Neutral,Like,Neutral,Neutral,Neutral,Like,Like,Yes,,,,,,,,,,,,,,,,,9,30-39,Male,,Lean left,Bachelor's degree,,940457,2,,,0,0,Neutral,,,Unknown,
2022-03-12 19:09:23,2022-03-12 19:14:55,IP Address,100,331,True,2022-03-12 19:14:55,R_3kO2vLhicFx7Gig,anonymous,EN,Yes,Yes,moon landing,aliens,JFK,,,,,,,,,,,,,,,,,,,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,"No, I will go back and finish answering",,,,,,,,,1,30-39,Female,,Hard left,Associate's degree,,214700,3,,,0,0,Neutral,,,Unknown,
2022-03-12 19:30:00,2022-03-12 19:32:03,IP Address,100,122,True,2022-03-12 19:32:03,R_3fNwHry5JH1MOiQ,anonymous,EN,Yes,No,aliens,tupac death,hitler death,8,Neutral,Like,Like,Like,Like,Dislike,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,9,30-39,Female,,Moderate/centrist,Associate's degree,,534025,1,,,0,0,Neutral,,,Unknown,
2022-03-12 19:29:17,2022-03-12 19:33:14,IP Address,100,237,True,2022-03-12 19:33:15,R_2bH4Fym3fCpMIWB,anonymous,EN,Yes,Yes,Qanon,conspiracy theories,TRump ateers,,,,,,,,,,,,,,,,,,,8,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Yes,,,,,,,,,4,50-59,Male,,Lean left,High school,,984550,3,,,0,0,Neutral,,,Unknown,
2022-03-13 06:04:15,2022-03-13 06:09:21,IP Address,100,305,True,2022-03-13 06:09:21,R_1KrLpbQBOwEix8C,anonymous,EN,Yes,No,covid hoax,moon landing not real,vaccines have microchips,0,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,30-39,Female,,Hard left,High school,None,363760,1,,,0,-1,Negative,,,Unknown,
2022-03-13 06:22:53,2022-03-13 06:29:08,IP Address,100,375,True,2022-03-13 06:29:09,R_e3TywGcQgP6jLSV,anonymous,EN,Yes,No,QAnon,Nazis on the moon,Roswell Area 51,,,,,,,,,,,,,,,,,,,,,,,,,,,4,Neutral,Neutral,Neutral,Like,Like,Like,Yes,1,50-59,Male,,Hard left,Bachelor's degree,,813437,4,,,0,-1,Negative,,,Unknown,
2022-03-13 08:11:12,2022-03-13 08:14:37,IP Address,100,205,True,2022-03-13 08:14:38,R_1GWydtWhoamDgtS,anonymous,EN,Yes,Yes,J.F. Kennedy assination,hidden facts of murder,Conspiracy,8,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,4,60+,Female,,Hard right,High school,,403647,1,,,0,0,Neutral,,,Unknown,
2022-03-13 08:26:56,2022-03-13 08:28:52,IP Address,100,116,True,2022-03-13 08:28:53,R_1PRCr7yeaylRnvL,anonymous,EN,Yes,Yes,Q ANON,WUHAN LAB,Q,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,6,50-59,Female,,Lean right,High school,,829984,3,,,0,0,Neutral,,,Unknown,
2022-03-13 09:42:50,2022-03-13 09:47:54,IP Address,100,304,True,2022-03-13 09:47:55,R_tPAUOJGsimZ4rYd,anonymous,EN,Yes,Yes,coronavirus wuhan lab theory,freemasons control government,mh370 missing landed on island,,,,,,,,,,3,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,3,30-39,Male,,Lean left,Bachelor's degree,"the credibility of the hosting site (news agency), number of subscribers would influence whether or not I would click a consipiracy theory video",148947,2,,,0,0,Neutral,,,Unknown,
2022-03-13 11:42:01,2022-03-13 11:45:22,IP Address,100,201,True,2022-03-13 11:45:23,R_2cbVksul5MHlYrm,anonymous,EN,Yes,No,elections,trump,celebrity deaths,,,,,,,,,,,,,,,,,,,1,Like,Like,Dislike,Dislike,Like,Dislike,Yes,,,,,,,,,1,30-39,Female,,Prefer not to say,High school,,273350,3,,,0,0,Neutral,,,Unknown,
2022-03-13 12:31:03,2022-03-13 12:34:37,IP Address,100,214,True,2022-03-13 12:34:38,R_1IGwJrRQx6bwnpx,anonymous,EN,Yes,No,JFK Assassination,Chemtrails,Trump Pee Tape,0,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,30-39,Male,,Lean left,"Graduate degree (M.D., J.D., PhD, etc.)",,449257,1,,,0,0,Neutral,,,Unknown,
2022-03-13 13:55:37,2022-03-13 14:00:33,IP Address,100,295,True,2022-03-13 14:00:33,R_1qe6HO22gwxhhs6,anonymous,EN,Yes,Yes,sandy hook conspiracy,russia voting conspiracy,jeffrey epstein suicide conspiracy,,,,,,,,,,6,Neutral,Like,Like,Dislike,Dislike,Like,Like,Yes,,,,,,,,,,,,,,,,,1,30-39,Female,,Moderate/centrist,Bachelor's degree,,151016,2,,,0,0,Neutral,,,Unknown,
2022-03-13 15:14:02,2022-03-13 15:19:25,IP Address,100,323,True,2022-03-13 15:19:25,R_3EQBYvmlaB5gqUM,anonymous,EN,Yes,Yes,government killed JFK,the rich are lizard people,israel controls the usa,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Neutral,Like,Neutral,Like,Yes,6,40-49,Female,,Hard left,Associate's degree,,402363,4,,,0,-1,Negative,,,Unknown,
2022-03-13 20:40:40,2022-03-13 20:49:56,IP Address,100,556,True,2022-03-13 20:49:57,R_2UgABMjW9eEnc0P,anonymous,EN,Yes,,who killed JFK,was there actually any evidence of 2020 election fraud,does qanon have any actual good theories,,,,,,,,,,,,,,,,,,,0,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,2,30-39,Male,,Lean left,Bachelor's degree,,979539,3,,,0,0,Neutral,,,Unknown,
2022-03-13 23:18:48,2022-03-13 23:22:38,IP Address,100,229,True,2022-03-13 23:22:38,R_3kyVUi2PEzvhpDY,anonymous,EN,Yes,No,top secret,lizard people,flat earth,,,,,,,,,,,,,,,,,,,1,Neutral,Like,Dislike,Dislike,Dislike,Dislike,Yes,,,,,,,,,1,40-49,Female,,Hard left,High school,,690210,3,,,0,0,Neutral,,,Unknown,
2022-03-14 01:10:55,2022-03-14 01:12:55,IP Address,100,119,True,2022-03-14 01:12:55,R_RDqIT2V1ur21eDf,anonymous,EN,Yes,No,vaccine death,votes faked,COVID not real,,,,,,,,,,7,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,7,30-39,Female,,Moderate/centrist,Associate's degree,,553073,2,,,0,-1,Negative,,,Unknown,
2022-03-14 05:04:07,2022-03-14 05:07:57,IP Address,100,230,True,2022-03-14 05:07:57,R_10VHA1oAQjflPQk,anonymous,EN,Yes,Yes,Princess Diana murder theories,Moon Landing Hoax,Kennedy Assassination theories,1,Neutral,Like,Like,Dislike,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2,40-49,Male,,Lean left,Bachelor's degree,no c omments,662576,1,,,0,0,Neutral,,,Unknown,
2022-03-14 05:58:23,2022-03-14 06:01:48,IP Address,100,204,True,2022-03-14 06:01:48,R_2uEeAJ9ik1zeqP7,anonymous,EN,Yes,No,911 conspiracy theory,alien conspiracy theory,illuminati conspiracy theory,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Dislike,Dislike,Neutral,Like,Yes,0,40-49,Female,,Hard left,Associate's degree,,150659,4,,,0,0,Neutral,,,Unknown,
2022-03-14 06:34:00,2022-03-14 06:38:05,IP Address,100,245,True,2022-03-14 06:38:06,R_XyXqgquGoMx2T2p,anonymous,EN,Yes,Yes,Who shot John F. Kennedy?,Did we really land on the moon?,Was the government involved in the 911 attacks?,7,Neutral,Like,Neutral,Neutral,Like,Neutral,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,4,40-49,Male,,Moderate/centrist,Bachelor's degree,,156784,1,,,0,0,Neutral,,,Unknown,
2022-03-14 07:35:44,2022-03-14 07:39:11,IP Address,100,206,True,2022-03-14 07:39:11,R_31apHZhF8bkfC6O,anonymous,EN,Yes,Yes,Wuhan lab leak theory,Building 7 mystery,Missing funds from 911,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,7,30-39,Male,,Lean left,Bachelor's degree,,516913,3,,,0,0,Neutral,,,Unknown,
2022-03-14 08:26:15,2022-03-14 08:28:03,IP Address,100,108,True,2022-03-14 08:28:03,R_DIQ8bKjQiyTfJap,anonymous,EN,Yes,Yes,Bohemian Grove,Human-ET contact/UFOs,Pizzagate,,,,,,,,,,,,,,,,,,,10,Neutral,Like,Dislike,Dislike,Dislike,Like,Yes,,,,,,,,,2,30-39,Male,,Hard left,High school,"No issues, questions, comments, or concerns, thanks!",747592,3,,,0,0,Neutral,,,Unknown,
2022-03-14 19:07:57,2022-03-14 19:10:40,IP Address,100,162,True,2022-03-14 19:10:40,R_z29iAFRJQ8lQf8l,anonymous,EN,Yes,No,UFO,Occult,Bigfoot,0,Neutral,Dislike,Dislike,Dislike,Like,Dislike,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,2,50-59,Male,,Moderate/centrist,High school,,969920,1,,,0,0,Neutral,,,Unknown,
2022-03-14 20:16:11,2022-03-14 20:17:37,IP Address,100,85,True,2022-03-14 20:17:37,R_2aRmB1RGbldUQ3q,anonymous,EN,Yes,Yes,mystery,government secrets,controlling the world,,,,,,,,,,,,,,,,,,,8,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,9,18-29,Male,,Lean right,Bachelor's degree,,845157,3,,,0,0,Neutral,,,Unknown,
2022-03-15 04:46:14,2022-03-15 04:54:42,IP Address,100,508,True,2022-03-15 04:54:43,R_3HnmFLb9CzD2AtS,anonymous,EN,Yes,Yes,911 conspiracy,chem trails,non vacciners,4,Neutral,Dislike,Neutral,Neutral,Like,Neutral,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,1,50-59,Female,,Lean left,Associate's degree,,765606,1,,,0,0,Neutral,,,Unknown,
2022-03-15 07:08:46,2022-03-15 07:11:59,IP Address,100,193,True,2022-03-15 07:11:59,R_2PAPGc2RvZlLubh,anonymous,EN,Yes,No,paul mccartney switch,walt disney frozen,kennedy assassination cia,,,,,,,,,,,,,,,,,,,0,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Yes,,,,,,,,,0,40-49,Male,,Hard left,Bachelor's degree,,463704,3,,,0,-1,Negative,,,Unknown,
2022-03-15 08:24:53,2022-03-15 08:31:57,IP Address,100,424,True,2022-03-15 08:31:57,R_Ovfj2N0UbOVVWSJ,anonymous,EN,Yes,Yes,aliens,con trails,lizard people,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Dislike,Like,Neutral,Neutral,Like,Like,Yes,3,30-39,Male,,Prefer not to say,High school,,268806,4,,,0,0,Neutral,,,Unknown,
2022-03-15 14:48:16,2022-03-15 14:56:35,IP Address,100,499,True,2022-03-15 14:56:36,R_1QtlEYWipycyyGC,anonymous,EN,Yes,Yes,russiagate,vaccine,great reset,7,Neutral,Like,Neutral,Neutral,Like,Like,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,9,30-39,Male,,Moderate/centrist,Associate's degree,,138988,1,,,0,0,Neutral,,,Unknown,
2022-03-15 16:05:51,2022-03-15 16:09:06,IP Address,100,195,True,2022-03-15 16:09:07,R_3m1O9zeTo0NXK89,anonymous,EN,Yes,Yes,do aliens exist,illuminati,secret government,9,Neutral,Like,Dislike,Like,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,10,30-39,Male,,Lean right,Bachelor's degree,Everything was easy to understand and complete,493838,1,,,0,0,Neutral,,,Unknown,
2022-03-15 20:53:46,2022-03-15 20:57:51,IP Address,100,245,True,2022-03-15 20:57:51,R_2PmR1icHtAfAsBs,anonymous,EN,Yes,Yes,"illuminati ",Jefferey epstein,edward snowden,,,,,,,,,,3,Neutral,Neutral,Neutral,Like,Like,Like,Neutral,Yes,,,,,,,,,,,,,,,,,6,30-39,Female,,Lean left,High school,"no, thank you for appropriate compensation",342567,2,,,0,0,Neutral,,,Unknown,
2022-03-16 08:06:40,2022-03-16 08:10:43,IP Address,100,243,True,2022-03-16 08:10:44,R_33DWcQ85gonyZS5,anonymous,EN,Yes,No,"Trumps ","Clinton ","Global warming ",7,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,6,60+,Male,,Lean right,Bachelor's degree,,456144,1,,,0,0,Neutral,,,Unknown,
2022-03-16 10:52:59,2022-03-16 10:56:18,IP Address,100,199,True,2022-03-16 10:56:18,R_DtTn4CbZ2u3iQw1,anonymous,EN,Yes,Yes,comtrails,one world government,space travel,,,,,,,,,,,,,,,,,,,6,Like,Like,Neutral,Neutral,Like,Dislike,Yes,,,,,,,,,1,30-39,Female,,Moderate/centrist,Associate's degree,,657804,3,,,0,0,Neutral,,,Unknown,
2022-03-16 13:12:31,2022-03-16 13:16:19,IP Address,100,228,True,2022-03-16 13:16:19,R_2q9mEqW9CwPKSju,anonymous,EN,Yes,Yes,Flat Earth,JFK Alive,Qanon beliefs,,,,,,,,,,,,,,,,,,,,,,,,,,,1,Neutral,Like,Neutral,Neutral,Like,Like,Yes,4,40-49,Female,,Lean left,Associate's degree,,141631,4,,,0,0,Neutral,,,Unknown,
2022-03-16 19:26:25,2022-03-16 19:29:16,IP Address,100,170,True,2022-03-16 19:29:16,R_cLUh69VzuiEMJwZ,anonymous,EN,Yes,Yes,"real conspiracy theories ",conspiracy theories that ended up being true,debunked conspiracies,,,,,,,,,,,,,,,,,,,7,Neutral,Dislike,Dislike,Dislike,Like,Like,Yes,,,,,,,,,7,30-39,Male,,Lean left,High school,,730379,3,,,0,0,Neutral,,,Unknown,
2022-03-16 21:47:19,2022-03-16 21:50:14,IP Address,100,175,True,2022-03-16 21:50:14,R_PNx3zhwDJh4ZIEp,anonymous,EN,Yes,Yes,covid origins,2020 election fraud,9/11 inside job,,,,,,,,,,,,,,,,,,,10,Neutral,Like,Neutral,Neutral,Like,Like,,,,,,,,,,9,30-39,Male,,Lean right,Associate's degree,,861159,3,,,0,-1,Negative,,,Unknown,
2022-03-17 08:13:05,2022-03-17 08:15:07,IP Address,100,122,True,2022-03-17 08:15:07,R_2axY3crnyDBS5eE,anonymous,EN,Yes,Yes,"September 11th Conspiracy ",Fema Tents,Aliens and UFOS,7,Neutral,Like,Neutral,Neutral,Like,Neutral,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,9,18-29,Male,,Lean right,Associate's degree,,427191,1,,,0,0,Neutral,,,Unknown,
2022-03-17 20:18:44,2022-03-17 20:19:56,IP Address,100,72,True,2022-03-17 20:19:57,R_WrINRmDlmg5z10R,anonymous,EN,Yes,Yes,election fraud,simulation theory,kennedy grassy knoll,,,,,,,,,,2,Neutral,Neutral,Neutral,Neutral,Like,Like,Like,Yes,,,,,,,,,,,,,,,,,10,30-39,Female,,Hard right,"Graduate degree (M.D., J.D., PhD, etc.)",,734248,2,,,0,0,Neutral,,,Unknown,
2022-03-18 09:40:26,2022-03-18 09:42:58,IP Address,100,151,True,2022-03-18 09:42:58,R_RqxbiisQfZRsw9P,anonymous,EN,Yes,Yes,ukraine biolabs,bilderberg,jeffrey epstein,,,,,,,,,,,,,,,,,,,0,Neutral,Dislike,Neutral,Neutral,Dislike,Like,Yes,,,,,,,,,7,30-39,Male,,Lean left,High school,,540147,3,,,0,0,Neutral,,,Unknown,
2022-03-18 10:39:01,2022-03-18 10:41:44,IP Address,100,163,True,2022-03-18 10:41:45,R_2D5BK10ZEXcogHX,anonymous,EN,Yes,Yes,Lizard people,Covid made in a lab,Flat earth,6,Neutral,Like,Neutral,Neutral,Like,Dislike,Neutral,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,5,30-39,Male,,Hard left,Associate's degree,,176257,1,,,0,0,Neutral,,,Unknown,
2022-03-18 12:41:51,2022-03-18 12:44:40,IP Address,100,168,True,2022-03-18 12:44:40,R_1H17D5mHp4ga9wp,anonymous,EN,Yes,Yes,landing on the moon,princess Diana's death,JFK assignation,,,,,,,,,,,,,,,,,,,,,,,,,,,7,Neutral,Like,Like,Like,Like,Like,Yes,2,40-49,Male,,Lean left,Associate's degree,,508259,4,,,0,0,Neutral,,,Unknown,
2022-03-18 12:43:21,2022-03-18 12:45:45,IP Address,100,144,True,2022-03-18 12:45:45,R_Z920Dy4qgN38vSh,anonymous,EN,Yes,No,q anon,flat earth,stolen election,0,Neutral,Neutral,Dislike,Dislike,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,40-49,Male,,Hard left,"Graduate degree (M.D., J.D., PhD, etc.)",,235223,1,,,0,0,Neutral,,,Unknown,
2022-03-18 12:42:03,2022-03-18 12:47:04,IP Address,100,301,True,2022-03-18 12:47:04,R_3F5vzG5I3uHPNoM,anonymous,EN,Yes,No,vaccine problems,alien coverup,fake moon landing,0,Dislike,Like,Dislike,Dislike,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,0,30-39,Female,,Moderate/centrist,Bachelor's degree,,989697,1,,,0,0,Neutral,,,Unknown,
2022-03-18 12:44:59,2022-03-18 12:48:21,IP Address,100,202,True,2022-03-18 12:48:21,R_20YiAaQQkRZRG0f,anonymous,EN,Yes,Yes,if the moon landing is real,Roswell crash and cover up with aliens,satanic panic,,,,,,,,,,3,Neutral,Like,Dislike,Dislike,Like,Like,Dislike,Yes,,,,,,,,,,,,,,,,,1,30-39,Female,,Moderate/centrist,Associate's degree,,812062,2,,,0,-1,Negative,,,Unknown,
2022-03-18 12:47:02,2022-03-18 12:52:47,IP Address,100,344,True,2022-03-18 12:52:47,R_oXKZ1DkCmkhneVj,anonymous,EN,Yes,No,"COVID hoax ",fake moon landing,flat earth,,,,,,,,,,,,,,,,,,,0,Neutral,Neutral,Dislike,Neutral,Dislike,Like,Yes,,,,,,,,,1,40-49,Female,,Lean left,Bachelor's degree,,907826,3,,,0,-1,Negative,,,Unknown,
2022-03-18 13:27:06,2022-03-18 13:31:31,IP Address,100,265,True,2022-03-18 13:31:32,R_1kFfbhQveYDpVtt,anonymous,EN,Yes,No,9/11 inside job,illuminati,hidden aliens,,,,,,,,,,2,Neutral,Neutral,Neutral,Neutral,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,0,30-39,Female,,Lean right,Bachelor's degree,,589708,2,,,0,0,Neutral,,,Unknown,
2022-03-18 13:29:08,2022-03-18 13:32:42,IP Address,100,214,True,2022-03-18 13:32:43,R_DoUo7ubxm31PlBf,anonymous,EN,Yes,Yes,Election stolen from Trump,COVID was planned,Ukraine connection Biden,,,,,,,,,,,,,,,,,,,7,Dislike,Dislike,Neutral,Neutral,Like,Like,Yes,,,,,,,,,6,40-49,Male,,Lean right,"Graduate degree (M.D., J.D., PhD, etc.)",,877039,3,,,0,1,Positive,,,Unknown,
2022-03-18 14:17:03,2022-03-18 14:22:06,IP Address,100,303,True,2022-03-18 14:22:06,R_3JwtrJuBSCLZoe2,anonymous,EN,Yes,Yes,Covid19,George Soros,JFK,,,,,,,,,,,,,,,,,,,,,,,,,,,3,Neutral,Like,Neutral,Neutral,Like,Like,Yes,7,40-49,Male,,Lean right,Bachelor's degree,,654775,4,,,0,0,Neutral,,,Unknown,
2022-03-18 14:21:12,2022-03-18 14:25:31,IP Address,100,259,True,2022-03-18 14:25:32,R_1o4El2aFahg0uJ1,anonymous,EN,Yes,Yes,michelle obama male,hydroxychloroquine,bill gates vaccine,,,,,,,,,,,,,,,,,,,2,Neutral,Like,Neutral,Neutral,Dislike,Like,Yes,,,,,,,,,4,40-49,Female,,Lean left,High school,,288556,3,,,0,0,Neutral,,,Unknown,
2022-03-18 14:53:51,2022-03-18 14:59:26,IP Address,100,334,True,2022-03-18 14:59:26,R_3P7ArLSLd5TVp3n,anonymous,EN,Yes,No,the world is ending soon.,there no racism,everyone is hateful,,,,,,,,,,,,,,,,,,,,,,,,,,,10,Neutral,Neutral,Neutral,Neutral,Neutral,Neutral,Yes,2,60+,Female,,Lean left,High school,,460477,4,,,0,1,Positive,,,Unknown,
2022-03-18 05:14:44,2022-03-18 15:12:44,IP Address,100,35880,True,2022-03-18 15:12:45,R_2YS9o7agBEhKgl1,anonymous,EN,Yes,Yes,JFK assination,UFOs,Moon Landing conspiracy,,,,,,,,,,,,,,,,,,,3,Neutral,Like,Neutral,Neutral,Like,Like,Yes,,,,,,,,,2,50-59,Female,,Lean left,"Graduate degree (M.D., J.D., PhD, etc.)",,112260,3,,,0,0,Neutral,,,Unknown,
2022-03-18 15:21:18,2022-03-18 15:28:45,IP Address,100,446,True,2022-03-18 15:28:45,R_2s5QcmrpP5CQrI5,anonymous,EN,Yes,Yes,Princess Diana;s death,Moonlanding,Roswell crash & cover up,,,,,,,,,,,,,,,,,,,,,,,,,,,2,Neutral,Like,Neutral,Neutral,Like,Like,Yes,2,50-59,Female,,Lean left,High school,,377988,4,,,0,0,Neutral,,,Unknown,
2022-03-18 15:56:20,2022-03-18 15:59:07,IP Address,100,167,True,2022-03-18 15:59:07,R_1dEKAGvKUH4UKHu,anonymous,EN,Yes,No,alien,deep state,rogue,,,,,,,,,,0,Neutral,Like,Dislike,Dislike,Like,Dislike,Like,Yes,,,,,,,,,,,,,,,,,0,60+,Male,,Prefer not to say,Bachelor's degree,,872340,2,,,0,0,Neutral,,,Unknown,
2022-03-19 08:59:11,2022-03-19 09:04:53,IP Address,100,342,True,2022-03-19 09:04:54,R_3gZAoOekg1bZURY,anonymous,EN,Yes,No,Election fraud,Voting fraud,Trump fraud,7,Neutral,Neutral,Neutral,Neutral,Like,Like,Dislike,Yes,,,,,,,,,,,,,,,,,,,,,,,,,,4,60+,Female,,Lean right,High school,,463733,1,,,0,-1,Negative,,,Unknown,
2022-03-19 10:36:26,2022-03-19 10:40:03,IP Address,100,216,True,2022-03-19 10:40:03,R_2B9u3j5FKo4aYn7,anonymous,EN,Yes,Yes,UFO cover ups,Election fraud,"Illuminati ",,,,,,,,,,,,,,,,,,,,,,,,,,,6,Neutral,Like,Neutral,Neutral,Like,Like,Yes,1,40-49,Male,,Hard left,Bachelor's degree,,642481,4,,,0,-1,Negative,,,Unknown,
2022-03-19 11:51:14,2022-03-19 11:56:00,IP Address,100,286,True,2022-03-19 11:56:01,R_2CH6tlxwLCfjIk4,anonymous,EN,Yes,No,Jewish space lasers,Illegal immigrants allowed to vote,Elvis is still alive,,,,,,,,,,,,,,,,,,,0,Neutral,Dislike,Neutral,Neutral,Dislike,Dislike,Yes,,,,,,,,,1,50-59,Female,,Lean left,Associate's degree,,652418,3,,,0,-1,Negative,,,Unknown,
